budget_mode,question_id,question,gold_answer,selected_method,workflow_id,utility_total,em,f1_proxy
high,553,What was the highest ranking in the United States for a single written by an English multi-instrumentalist?,25,bandit_router,W2,0.0304,0.0,0.0
high,455,"What shallow water table aquifer is located near the county seat of Keith County, Nebraska?",Ogallala Aquifer,bandit_router,W3,0.3893,0.0,0.25
high,509,"Who collaborated with Rihanna on the album release ""Numb""?",Eminem,bandit_router,W3,0.0613,0.0,0.0
high,145,"Who was born first, Erika Jayne or Marco Da Silva",Erika Jayne,bandit_router,W3,0.1075,0.0,0.0
high,594,What type of engine powered both the Saab 36 and the Avro Vulcan?,British Bristol Olympus turbojet,bandit_router,W2,0.9598,0.0,0.8
high,44,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which ,Nelson Rockefeller,bandit_router,W3,1.2877,1.0,1.0
high,434,The movies The Boatniks and The Great Locomotive Chase were both made by which production company?,Walt Disney Productions,bandit_router,W3,0.0661,0.0,0.0
high,2,"What science fantasy young adult series, told in first person, has a set of companion books narrating the stories of ens",Animorphs,bandit_router,W3,0.1076,0.0,0.0
high,399,Wendy Ayche was featured in 2016 in an annual production created by Youtube and what other organization?,Portal A Interactive,bandit_router,W2,0.0396,0.0,0.0
high,474,Where was the telefilm shot that was based on the 1977 Katherine Paterson book?,"Edmonton, Alberta",bandit_router,W3,0.3898,0.0,0.25
high,569,"The Company They Keep is a book written by Diana Pavlac Glyer, who is a professor at a university in Azusa, California, ",evangelical Christian,bandit_router,W3,0.1146,0.0,0.0
high,75,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence,bandit_router,W3,0.109,0.0,0.0
high,134,This American crime film set in South Los Angeles was written and directed by the same director and writer of screenwrit,Suicide Squad,bandit_router,W2,0.0478,0.0,0.0
high,375,For One Night Only was hosted by the man most well-known for hosting what show from 1962 until 1999?,The Late Late Show,bandit_router,W2,0.0044,0.0,0.0
high,199,"Considered the strongest recorded tropical cyclone, which cyclone had a film made about it in 2007?",1999 Odisha cyclone,bandit_router,W3,0.2876,0.0,0.25
high,545,The first book in the Sprawl Trilogy won what three awards?,"Nebula Award, the Philip K. Dick Award, and the Hugo Award",bandit_router,W3,0.0205,0.0,0.0
high,241,What american actress/singer born in 1956 recorded the song Something there for beauty and the beast?,Donna Paige Helmintoller,bandit_router,W3,0.0104,0.0,0.0
high,502,What was the largest passenger capacity of the plane type used for BOAC Flight 911 ?,219,bandit_router,W2,0.0374,0.0,0.0
high,592,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",2005,bandit_router,W3,0.0251,0.0,0.0
high,405,Where was the person born who was recognized by MIAL and is an American soprano?,"Laurel, Mississippi",bandit_router,W3,0.0168,0.0,0.0
high,286,"Other than racing, what sport does the 1998 champion of the Toyota GRand Prix practice?",paracyclist,bandit_router,W3,0.0173,0.0,0.0
high,580,My Secret Hotel is a television series starring a South Korean DJ who rose to fame as the lead actress in what?,Queen In-hyun's Man,bandit_router,W3,0.1108,0.0,0.0
high,470,What type of profession does Ithu Engal Neethi and Shoba Chandrasekhar have in common?,director,bandit_router,W2,0.0983,0.0,0.0
high,380,"Who was born first, José Echegaray y Eizaguirre or P. J. O'Rourke?",José Echegaray y Eizaguirre,bandit_router,W3,0.4735,0.0,0.3333
high,259,which is larger Asante Traditional Buildings or Gulangyu?,Gulangyu,bandit_router,W3,0.0179,0.0,0.0
high,575,"The 2011 La Manga Cup was won by Viking, who beat which Norwegian football club from the town of Kristiansand, currently",IK Start,bandit_router,W3,1.3023,1.0,1.0
high,535,"Who has released more studio albums, Candlelight Red or Motion City Soundtrack?",Motion City Soundtrack,bandit_router,W3,0.5247,0.0,0.375
high,183,"Which professional ice hockey position does the Captain of the National Hockey League All-Star Game ""Away Team"" play?",Canadian professional ice hockey centre,bandit_router,W3,0.1078,0.0,0.0
high,207,Who was Chamberlain and Colonel of the military staff of The Merrie Monarch?,Colonel Charles Hastings Judd,bandit_router,W2,0.1811,0.0,0.0833
high,300,Where is the company that owns thanKing Horse pub restaurant chain based ?,"Bury St Edmunds,",bandit_router,W3,0.0229,0.0,0.0
high,180,What podcast was the cheif executive officer of Nerdist Industries a guest on?,Comedy Film Nerds,bandit_router,W3,0.0181,0.0,0.0
high,548,In the 2012-13 FC Sion they brought in Gennaro Gattuso and a player who now plays for what Scottish team?,Scottish Premiership club Hearts,bandit_router,W3,0.022,0.0,0.0
high,454,Are Agee and To Shoot an Elephant both documentaries about war?,no,bandit_router,W3,0.1837,0.0,0.0625
high,450,What is the name of the oldest child that attended the Trump campaign-Russian meeting?,Donald Trump Jr.,bandit_router,W2,0.8842,0.0,0.75
high,138,For what type of work is the production company for The Year Without a Santa Claus best known?,"seasonal television specials, particularly its work in stop motion animation",bandit_router,W2,0.2665,0.0,0.2105
high,459,William Pery served as Captain of the Yeomen of the Guard under the lord who served in what position from 1865 to 1868?,Viscount Cranborne,bandit_router,W3,0.0213,0.0,0.0
high,269,Which composer created Night Ferry first performed in 2012 at Symphony Center in Chicago?,Anna Clyne,bandit_router,W2,1.2644,1.0,1.0
high,354,Were Thomas H. Ince and Joseph McGrath of the same nationality?,no,bandit_router,W2,0.1143,0.0,0.0
high,120,What major truck road is located in Backford Cross?,The A41,bandit_router,W3,0.0197,0.0,0.0
high,321,"What is the international football competition for women that Liu Ailing played in the 1991,1995, 1999 editions?",international football competition,bandit_router,W2,0.0912,0.0,0.0
high,440,Ronald Reagan and George H. W. Bush both held which position in office?,President of the United States,bandit_router,W3,0.3693,0.0,0.2308
high,372,"What South Korean actor was a member of the pop duo TVXQ and stared in Heading to the Ground, a 2009 MBC television seri",Jung Yun-ho,bandit_router,W2,0.011,0.0,0.0
high,439,What town host an annual media finance conference that has featured an Australian-born American media mogul?,"Sun Valley, Idaho",bandit_router,W3,1.2867,1.0,1.0
high,562,"Gualdo Tadino Cathedral, a Roman Catholic cathedral, was dedicated to Saint Bendict of Nursia who is a patron saint of w",Europe,bandit_router,W2,0.0301,0.0,0.0
high,498,Walt Zeboski photographed which 40th President during his campaign in 1980?,Ronald Wilson Reagan,bandit_router,W3,0.2079,0.0,0.1667
high,239,"Which genus has more species, Xanthoceras or Ehretia?",Ehretia,bandit_router,W2,0.16,0.0,0.0833
high,364,"Where did the architect of the Governor's House, located in Knutsford, graduate from college?",Cambridge University,bandit_router,W3,0.0211,0.0,0.0
high,262,What NIFL Premier Intermediate League team did Sean Connor play for?,Distillery,bandit_router,W3,0.0195,0.0,0.0
high,142,Both Truth in Science and Discovery embrace what campaign?,"""Teach the Controversy"" campaign",bandit_router,W3,1.1991,0.0,1.0
high,447,What Cayman Islands registered Mandarin and Cantonese-language television broadcaster launched Phoenix Hong Kong Channel,Phoenix Television,bandit_router,W3,1.2972,1.0,1.0
high,461,1956 Night Series Cup games were played at what inner suburb of Melbourne that is 3km south of Melbourne's central busin,Albert Park,bandit_router,W3,0.6608,0.0,0.5
high,268,What is the population according to the 2007 population census of the city in which the National Archives and Library of,"3,384,569",bandit_router,W2,0.2364,0.0,0.1667
high,86,"In what year was the novel that Lourenço Mutarelli based ""Nina"" on based first published?",1866,bandit_router,W2,0.0573,0.0,0.0
high,595,"Who was born first, Krzysztof Zanussi or Thom Andersen?",Krzysztof Zanussi,bandit_router,W3,0.6527,0.0,0.5
high,282,In what month was the relief first officer of the flight that crashed on its way to Cairo with a stop in New York Born?,February,bandit_router,W3,0.1093,0.0,0.0
high,14,The football manager who recruited David Beckham managed Manchester United during what timeframe?,from 1986 to 2013,bandit_router,W3,0.0788,0.0,0.0
high,129,"At what venue was the January 2, 2012 game featured the University of Louisville team?",Mercedes-Benz Superdome,bandit_router,W3,0.2946,0.0,0.1667
high,441,"In between The Bears and I and Oceans which was released on July 31, 1974, by Buena Vista Distribution?",The Bears and I,bandit_router,W3,1.2924,1.0,1.0
high,30,"When was Poison's album ""Shut Up, Make Love"" released?",2000,bandit_router,W3,0.1121,0.0,0.0
high,301,What is the uppermost age range for the sort of fiction written by Alexander Gordon Smith?,early 20s,bandit_router,W2,0.052,0.0,0.0
high,219,Which country did the Falkland Islands beat in the 2010 Commonwealth games that has eleven administrative divisions?,Samoa,bandit_router,W3,0.1097,0.0,0.0
high,544,The American Sweetgum is the hostplant of what kind of bug?,moth,bandit_router,W3,0.0162,0.0,0.0
high,72,What color clothing do people of the Netherlands wear during Oranjegekte or to celebrate the national holiday Koningsdag,orange,bandit_router,W2,0.1346,0.0,0.0667
high,133,"Which Eminem album included vocals from a singer who had an album titled ""Unapologetic""?","""The Marshall Mathers LP 2""",bandit_router,W3,0.0646,0.0,0.0
high,191,"What station broadcast the episode ""Marry Me a Little, Marry Me a Little More"" , of the series created by Max Mutchnick ",National Broadcasting Company,bandit_router,W2,0.0712,0.0,0.0
high,230,What building is opposite the ceremonial meeting place of the Accession Council in the United Kingdom?,Mark Masons' Hall,bandit_router,W2,0.0249,0.0,0.0
high,150,What occupation was shared by David Yates and Pietro Germi?,director,bandit_router,W2,1.2556,1.0,1.0
high,236,"Henry Hall is known for fighting in the Revolutionary War, and for being the first to successfully cultivate this food f",acidic,bandit_router,W3,0.0176,0.0,0.0
high,190,Joe Walker played for which team that ends their regular season with the Civil War rivalry game?,Oregon Ducks football,bandit_router,W3,0.8371,0.0,0.6667
high,297,What officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan fr,Treaty of Gandamak,bandit_router,W2,0.147,0.0,0.0667
high,265,"What, known as AAS, is commonly used in bodybuilding?",Anabolic steroids,bandit_router,W3,0.0169,0.0,0.0
